# =============================================================================
# {All-in-One Deluxe Edition}-yuanze31
# =============================================================================


# =============================================================================
# =============================================================================
# =============================================================================
# =============================================================================
# =============================================================================

# =============================================================================
# Basic dialog strings
# =============================================================================

dialog_new	新建游戏
score_prisonersparoled	提前假释数（再犯罪）
score_prisonersparoled_info	*P (*E%)
score_clemencychance	获得宽大处理的可能性
score_convictionstrength	国家批准的定罪力度
score_prisonersexecuted	处决囚犯数（无辜）
score_prisonersexecuted_info	*E (*I)

score_tooltip_punishment	这是公众对囚犯为其罪行所受惩罚是否合适的评价。长期服刑是严厉惩罚的基础，但单独拘禁也算严厉惩罚。\n\n注意，太多的改造或自由时间会被视为“对犯罪手软”，不利于囚犯的惩罚评级。\n\n惩罚分数较高会阻止囚犯出狱后再次犯罪。
score_tooltip_reform	对您使用改造计划来改造囚犯的意愿是否强烈的评级。\n\n较高的改造分数将大大增加囚犯出狱后真正找到工作的可能性，从而降低再次犯罪的可能性。\n\n注：让您的囚犯在监狱里工作也算改造囚犯。
score_tooltip_health	囚犯在监狱中的健康和福利记录。这包括户外运动和美食。伤病未得到治疗、吸毒和饮酒都不利于该记录。\n\n低分将增加再次犯罪的可能性，尤其是如果囚犯出狱时毒瘾或酒瘾未经处理。
score_tooltip_security	这是对您对囚犯的关押是否足够安全的评价。将囚犯锁在牢房里，由武装警卫看守，是一个重大得分项。如果囚犯卷入斗殴、谋杀或越狱企图，您将受到惩罚。\n\n低分意味着囚犯入狱后依然继续犯罪，因此出狱后再次犯罪的可能性会很高。

score_tooltip_reoffendingchance	对囚犯出狱后再次犯罪的几率的评估。这项评估数值考虑了许多因素：\n\n——降低：严厉/强力的惩罚\n——降低：成功的改造方案\n——增长：健康或安全状况不佳\n——增长：未得到治疗的毒瘾或酒瘾\n\n——囚犯年龄是主要因素。\n——前科数量是一项重要指标。\n——家人的支持大有帮助。
score_tooltip_clemencychance_title	获得宽大处理的可能性
score_tooltip_clemencychance	上诉委员会对被判处死刑的囚犯进行宽大处理和减刑的可能性。每次失败的上诉会降低此值，直到数值低于国家批准的定罪力度，这时会全权授权继续。如果你在此之前安排行刑而后发现囚犯的上诉可能成功，会遭到严厉的惩罚。\n\n如果囚犯获得宽大处理，会被立即释放（如果发现其是无辜的），或被转为重刑犯（如果仍然判定其有罪。）
score_tooltip_currentchance	国家批准的定罪力度是*X%
score_tooltip_clemencywarning	这名囚犯获得宽大处理的几率目前高于国家批准的安全等级。如果你执行死刑而事后发现他会得到宽大处理，你要为此负全责。

experiencefactor_FractionalLockedUp	*X% 持续被监禁
experiencefactor_FractionalReform	*X% 持续接受改造
experiencefactor_fractionalWorking	*X% 持续工作
experiencefactor_fractionalsuppressed	*X% 持续被镇压
experiencefactor_fractionalinjured	*X% 持续带有未处理的损伤
experiencefactor_fractionalintoxicated	*X% 依然未戒掉瘾（毒瘾/酒瘾/戒毒）
experiencefactor_fractionalmisbehaving	*X% 持续行为不端
experiencefactor_fractionalarmedguard	*X% 持续被武装警卫看守或被镇压
experiencefactor_fractionalwellfed	*X% 持续饮食充足
experiencefactor_fractionalexercising	*X% 持续锻炼
experiencefactor_fractionalfreetime	*X% 持续拥有自由时间

experiencefactor_passedeasyprograms	通过 *X 简单方案
experiencefactor_passedintermediateprograms	通过 *X 中等方案
experiencefactor_passedadvancedprograms	通过 *X 高级方案
experiencefactor_passedexpertprograms	通过 *X 专家方案

experiencefactor_YearsServed	服刑 *X 年
experiencefactor_fights	参与暴力事件
experiencefactor_murders	在你的监狱内实施*X次谋杀
experiencefactor_escapeattempts	尝试越狱*X次
experiencefactor_addictions	*X种成瘾症状
experiencefactor_gangmembership	帮派成员

legend_key	钥匙：

needs_graphscale_title	囚犯：
needs_graphscale_title_staff	员工：
needs_key_critical	挑剔
needs_key_high	高
needs_key_med	中
needs_key_satisfied	满足
needs_key_active	活跃

needs_show_category	囚犯類別
needs_show_category_staff	员工类别
needs_show_category_all	所有囚犯

contraband_supplyanddemand	供给与需求
contraband_narcotics	毒品
contraband_weapons	武器
contraband_tools	工具
contraband_luxuries	奢侈品
contraband_metal	金属
contraband_smelly	难闻的
contraband_rangedweapon	远程武器
contraband_improvised	临时准备的

contraband_key_supply	供给
contraband_key_demand	需求
contraband_log_stolen	被偷
contraband_log_position	放置
contraband_log_smuggled	非法偷运的
contraband_log_traded	交易的
contraband_log_thrown	扔掉的
contraband_log_hidden	隐藏的
contraband_log_detected	被发现的
contraband_log_dog	警犬
contraband_log_found	找到
contraband_log_owner	持有者
contraband_log_arranged	*X小时前安排

gangs_guards	警卫*X
gangs_soldiers	士兵*X/最多*Y
gangs_evict	驱逐
gangs_status	*X个成员。*Y人被杀。美金*Z元

schedule_zone_shared	公共区域
schedule_zone_minseconly	轻刑犯
schedule_zone_medseconly	普通犯
schedule_zone_maxseconly	重刑犯
schedule_zone_protectedonly	重点保护
schedule_zone_supermaxonly	超高设防区
schedule_zone_deathrowonly	死刑犯
schedule_zone_staffonly	员工专区
schedule_zone_unlocked	未上锁区



# =============================================================================
# Needs / Actions / Bio etc
# =============================================================================

action_poo	大便
action_wee	小便
action_wash	淋浴中
action_relax	放松中
action_sleep	睡觉中
action_nap	打盹中
action_getmeal	取食物中
action_sit	坐着
action_exercise	锻炼中
action_liftweights	举重中
action_phonehome	与家人通电话中
action_watchtv	看电视中
action_playpool	打台球中
action_stealknife	行为可疑
action_stealspoon	行为可疑
action_urinate	小便中
action_soilsuit	弄脏衣服
action_eat	吃饭中
action_complain	抱怨中
action_work	工作中
action_visitation	探视
action_parole	假释听证会
action_none	无
action_misbehaving	行为不端
action_escaping	越狱
action_destroying	毁坏
action_spoiling	弄坏
action_fighting	斗殴
action_rioting	暴动
action_hostagetaking	挟持人质
action_reformprogram	改造方案
action_changeclothes	换衣服
action_getbook	拿书籍
action_pray	祈祷
action_shopping	购物
action_playinggame	玩遊戲

action_foodpoisoning_1	天啊，讓他停止
action_foodpoisoning_2	傾巢而出
action_foodpoisoning_3	到處嘔吐
action_foodpoisoning_4	發生什麼事
action_foodpoisoning_5	奄奄一息

status_effect_title	=[状态效果]=
status_effect_none	无
status_effect_suppressed	被镇压
status_effect_goodfood	饮食充足
status_effect_drunk	喝醉
status_effect_high	高
status_effect_withdrawal	戒毒
status_effect_tazed	电晕
status_effect_overdosed	药物过量
status_effect_surrendered	投降
status_effect_calming	镇静
status_effect_angst	愤怒
status_effect_wounded	流血
status_effect_virus	生病
status_effect_virusdeadly	生病
status_effect_overheating	过热
status_effect_exposure	暴露
status_effect_foodpoisoning	食物中毒
status_effect_riledup	惱羞成怒
status_effect_statusswimming	游泳
status_effect_statusdrowning	溺水

condition_treated	已治疗
condition_needstreating	需要治疗

experience_totaltime	总时间
experience_misconduct	不当行为
experience_lockeddown	防范禁闭
experience_regime	统治
experience_sleep	睡觉
experience_work	工作
experience_class	上课
experience_freetime	自由时间
experience_moodbad	坏
experience_moodnormal	一般
experience_moodgood	好
experience_nocondition	无
experience_kod	被击晕
experience_hurt	受伤
experience_suppressed	被镇压
experience_intoxicated	犯毒瘾
experience_wellfed	饮食充足
experience_exercise	锻炼

need_name_nothing	无
need_name_bladder	小便
need_name_bowels	大便
need_name_sleep	睡觉
need_name_food	食物
need_name_safety	安全
need_name_hygiene	卫生
need_name_exercise	锻炼
need_name_family	家庭
need_name_recreation	娱乐
need_name_comfort	舒适
need_name_environment	环境
need_name_privacy	隐私
need_name_freedom	自由
need_name_clothing	衣物
need_name_drugs	毒品
need_name_alcohol	酒精
need_name_starving	挨饿
need_name_spirituality	精神
need_name_literacy	文化
need_name_babysleep	[婴儿]睡觉
need_name_babyplay	[婴儿]玩耍
need_name_warmth	温暖
need_name_staffbladder	小便
need_name_staffbowels	大便
need_name_stafffood	食物
need_name_staffsafety	安全
need_name_staffrecreation	娱乐
need_name_staffcomfort	舒适
need_name_staffenvironment	环境
need_name_staffrest	休息
need_name_staffwarmth	温暖
need_name_luxuries	奢侈品
needs_locked	（需要心理学家来揭示囚犯的需求）
needs_title	=[需求]=

needs_total_prisoners	*X 名囚犯有這個需求
needs_total_concerned	*X 名囚犯顧慮這個需求
needs_total_desperate	*X 名囚犯迫切希望這個需求得到滿足
needs_total_angry	*X 名囚犯大發雷霆，因為這個需求未得到滿足
needs_total_active	*X 名囚犯正在應付這個需求

needs_total_staff	*X名员工有这个需求
needs_total_concerned_staff	*X名员工顾虑这个需求
needs_total_desperate_staff	*X名员工迫切希望这个需求得到满足
needs_total_angry_staff	*X名员工大发雷霆，因为这个需求未得到满足
needs_total_active_staff	*X名员工正在应付这个需求

needs_help_bladder	人人皆需使用廁所，囚犯也是。別忘記，你的監獄的大部分體制非常嚴格 - 例如，如果他們當時應在淋浴間，他們就無法使用牢房內的廁所。
needs_help_bowels	人人皆需使用廁所，囚犯也是。別忘記，你的監獄的大部分體制非常嚴格 - 例如，如果他們當時應在洗澡間，他們就無法使用牢房內的廁所。
needs_help_sleep	囚犯需要睡眠。囚犯僅能在他們分配到的牢房睡覺，且只能在晚上八點到早上八點其間睡覺。當然，他們會需要一張床。
needs_help_food	人人需要吃，且大部分的人一天需要吃多過一次。若你發現廚房無法應付需求量，試著多雇用幾個廚師，或增加廚師到你的廚房。你也可以在報告視窗中的政策標籤，調整你的糧食政策。
needs_help_safety	即使在監獄，你的囚犯也需要安全感。如果你的監獄有太多鬥毆事件或整體危險水平過高，囚犯會感到不安全然後考慮武裝自己。若這漸漸變成一個問題，你可以試著雇用更多守衛、建立更多巡邏路線或者達到囚犯的其他需求，藉此提高監獄的安全。
needs_help_hygiene	大部分的囚犯會想要定期洗澡，尤其是早上起床後。淋浴時間會強迫那些牢房沒有淋浴間的囚犯，前往最近的淋浴間。若這漸漸變成一個問題，你可以考慮擴大你的淋浴間設施，或者增加自由活動時間讓囚犯依自己的需求洗澡。
needs_help_exercise	很多囚犯會想要保持體態。你可以增加一個庭院，讓他們可以健身。無論是在庭院或其他公共區域放置舉重床，也有所幫助。
needs_help_recreation	無聊的囚犯，是危險的囚犯。你可以在公共區域增加一些消遣的設施，例如電視或收音機，藉此達到囚犯對於休閒娛樂的需求。
needs_help_comfort	囚犯一般需要感到舒適，生理和心理兩者皆是。有許多方法可以幫助達到這一點，例如允許家庭探訪、提供熱水澡或者純粹確保他們有地方可以坐。
needs_help_environment	囚犯討厭居住在髒亂的環境，但是這麼多囚犯一起使用同樣的設施，週遭環境可能很快就髒亂了。你可以雇用一些工友或安排囚犯打掃衛生間，保持環境整潔。
needs_help_privacy	有時候，囚犯會想要有自己的時間。通常待在自己牢房可以滿足這個需求，但是如果他們和其他囚犯共享一個房間，他們可能覺得隱私不夠。
needs_help_freedom	就算在監獄裡，你的囚犯還是會想要感到某種程度上的自由。增加自由活動時間或庭院時間到日程表，有利於這一點。
needs_help_clothing	就算囚犯每天都穿一樣的有色連身服，他門時不時還是會想要洗衣服。增加洗衣房並雇用工友或安排囚犯工作，可以讓他們美夢成真。
needs_help_drugs	很多囚犯都有毒癮問題 - 這可能也是他們入獄的原因。在你的醫務室推動戒毒計劃，有助於解決這個問題。
needs_help_alcohol	很多囚犯飽受酒癮的困擾且會竭盡全力把酒弄到手。你可以嘗試推行酒癮團體治療活動以減輕這種困擾。
needs_help_spirituality	很多囚犯有各種不同的宗教信仰。在監獄內增加長椅或祈禱墊，可以讓囚犯實行他們的宗教。但是蓋教堂並實施精神指導計劃的成效最佳，同時還能安撫囚犯。
needs_help_literacy	一些囚犯只想要閱讀。增加圖書館讓囚犯借閱書籍，可以滿足這個需求。
needs_help_warmth	沒有人想在寒冷中度日，但大自然沒在管的。在監獄內增加暖氣保持室內溫暖，可以避免冷天演變成問題。
needs_help_babysleep	嬰兒的睡眠時間需要比一般囚犯長。若你的囚犯有嬰兒，請確保有嬰兒床可以使用，讓嬰兒可以按其需求睡覺。
needs_help_babyplay	嬰兒需要照料和娛樂。若你的囚犯有嬰兒，請確保公共區域有遊戲毯。
needs_help_family	大部分的囚犯想要和家人保持聯繫。最簡單的方式是在你的監獄增加電話，但是增加會客設施成效更好。郵務室也有所幫助。
needs_help_luxuries	很多囚犯时不时地要享用一点奢侈品。你可以通过建造商店来满足该需求，并且在这个过程中稍稍挣点小钱。\n该需求得以满足的囚犯会更少惹麻烦，但忽视该需求也没什么大不了的；毕竟，这里是监狱。

needs_help_staffbladder	即使您的员工也偶尔需要使用厕所。当他们休息的时候，他们就会上厕所。
needs_help_staffbowels	即使您的员工也偶尔需要使用厕所。当他们休息的时候，他们就会上厕所。
needs_help_stafffood	员工需要吃饭，并且将在员工专用餐厅或员工休息室用餐。为您的员工提供食物，以便他们不必同囚犯一样吃同样的饭菜。
needs_help_staffsafety	即使在监狱工作，您的员工也有要求安全的权利。高危险等级或经常的斗殴会使您的员工感到不安全，尽管这可以通过配备更好的装备来减轻他们的不安感。
needs_help_staffrecreation	您的员工很长时间都在监狱度过，因此偶尔需要一些娱乐。员工休息室中的电视或收音机是提供娱乐的一种方式。
needs_help_staffcomfort	您的大多数员工整天站立；有时他们会想放松一下。在他们休息时，为他们提供一个舒适的地方坐下，可有效缓解这种状况。
needs_help_staffenvironment	员工不想在一个脏乱的监狱中工作，而囚犯却想住在那里。保持监狱清洁可防止该问题出现。
needs_help_staffrest	员工需要在白天休息，并恢复体力。他们喜欢在配备舒适沙发的私密员工休息室里休息。

reputation_title	声誉
reputation_hidden	（未知声誉）
reputation_hidden_short	???

reputation_legendary	--传奇--
reputation_strong	强壮
reputation_tough	粗暴
reputation_volatile	易怒
reputation_snitch	告密者
reputation_deadly	致命
reputation_stoical	坚忍
reputation_fearless	无畏
reputation_exlaw	前执法者
reputation_copkiller	警察杀手
reputation_quick	敏捷
reputation_instigator	教唆犯
reputation_fighter	搏击能手
reputation_gangmember	帮派成员
reputation_federalwitness	联邦证人
reputation_preacher	牧師
reputation_connected	路子广
reputation_workaholic	工作狂
reputation_clean	洁癖
reputation_pickpocket	惯偷
reputation_copycat	身份窃贼
reputation_dangerous	危险
reputation_escapeartist	逃脱大师

reputation_strong_high	极其强壮
reputation_tough_high	极其粗暴
reputation_volatile_high	极其易怒
reputation_deadly_high	极其致命
reputation_exlaw_high	前狱中警卫
reputation_quick_high	极其敏捷
reputation_fighter_high	搏击专家
reputation_connected_high	路子广✚
reputation_dangerous_high	危险✚

reputation_legendary_high	--传奇--
reputation_snitch_high	告密者
reputation_stoical_high	坚忍
reputation_fearless_high	无畏
reputation_copkiller_high	警察杀手
reputation_instigator_high	教唆犯
reputation_gangmember_high	帮派成员
reputation_federalwitness_high	联邦证人
reputation_preacher_high	传教士
reputation_workaholic_high	工作狂✚
reputation_clean_high	洁癖✚
reputation_pickpocket_high	惯偷✚
reputation_copycat_high	身份窃贼✚
reputation_escapeartist_high	逃脱大师✚

reputationtooltip_legendary			该囚犯是黑社会传奇人物，拥有很多危险技能。
reputationtooltip_strong			这名囚犯在斗殴时会越战越勇。
reputationtooltip_tough				该囚犯对于斗殴惩罚的禁受力高得多。他们有时候禁得起电击枪的电击。
reputationtooltip_volatile			这名囚犯容易无缘无故地发狂。
reputationtooltip_stoical			该囚犯被单独拘禁时不会感到压抑。他们真的不在乎。
reputationtooltip_snitch			该囚犯是一个已经暴露的线人，因此可能有生命危险。不要让他独自与其他囚犯相处太久。
reputationtooltip_deadly			这名囚犯精通致命格斗招式，有时可以一击致死。
reputationtooltip_exlaw				该囚犯曾经是警察，或担任其他某种执法职务。他们可能有生命危险。
reputationtooltip_copkiller			该囚犯的罪行是杀害警察。您的监狱警卫在制服囚犯时可能无法克制自己。
reputationtooltip_fearless			这名囚犯不会受到武装警卫的威慑，并且在打斗中不会轻易投降。
reputationtooltip_quick				这名囚犯跑得极其快。
reputationtooltip_instigator		这名囚犯擅长煽动邻近囚犯的不满情绪。当他制造麻烦的时候，周围的囚犯也很可能一拥而上。
reputationtooltip_fighter			该囚犯擅长自卫性搏斗。他们可以夺走对手的武器，甚至在搏斗中把对手的武器夺过来。
reputationtooltip_gangmember		该囚犯属于一个帮派。他们会保护自己的帮派成员，对敌对帮派心怀仇恨。
reputationtooltip_federalwitness	这名囚犯是一个重要案件的证人，因此已经被帮派或犯罪头目列为灭口目标。
reputationtooltip_preacher			這名囚犯非常有魅力，並有能力使其他人改信宗教，讓他們有了精神上的付託。
reputationtooltip_connected			这个囚犯到处都有路子，无论监狱内外。\n能够不知从哪里就仿佛凭空变出违禁品。
reputationtooltip_workaholic		这个囚犯无法自拔地工作不休，直到没活儿可干为止。忙碌时会忽视作息甚至自己的基本需求。
reputationtooltip_clean				这个囚犯执着于保持洁净；因而，对卫生的需求会以很高的速率上升。
reputationtooltip_copycat			这个囚犯能够复制附近囚犯的行为举止，\n复制其特征。
reputationtooltip_dangerous			这个囚犯对附近其他囚犯造成伤害。\n怎么做的？为什么？谁晓得呢。
reputationtooltip_escapeartist		这个囚犯是专业的逃脱大师，以脱逃为乐。\n持续地尝试偷取监狱钥匙，然后脱逃。

# =============================================================================
# Nameplate status
# =============================================================================

nameplate_working	工作中
nameplate_stationed	站岗
nameplate_patrolling	巡逻中
nameplate_resting	休息中
nameplate_tired	疲劳
nameplate_injured	受伤
nameplate_unconscious	昏迷
nameplate_dead	死亡
nameplate_released	已释放
nameplate_researching	调查中
nameplate_overdose	药物过量
nameplate_starving	挨饿
nameplate_wounded	流血


# =============================================================================
# Objectives, Grants
# =============================================================================

objective_feedallprisoners	给所有囚犯提供食物
objective_caption_prisoners	囚犯
objective_caption_meals	餐食
objective_readceosletter	阅读首席执行官的来信
objective_actionrequired	事件报告

objective_deathrowinmates	死囚牢房囚犯状态

objective_prisonerintake	接受囚犯数
objective_intake_arrivals	在*Y 将有 *X 名囚犯抵达
objective_intake_closed	监狱不再接收新囚犯
objective_intake_closed2	（查看囚犯报告）
objective_intake_closed3	（查看接收报告）
objective_intake_specials	特别转移：
objective_intake_categories	种类：
objective_intake_minsec	低危险度，
objective_intake_medsec	中危险度，
objective_intake_maxsec	高危险度
objective_intake_deathrow	死刑犯
objective_intake_typeclosed	关闭
objective_intake_typefillcapacity	填满容量
objective_intake_typetotalprisoners	填到*X
objective_intake_typenumperday	每天*X
objective_intake_typeallavailable	全部可用
objective_intake_closedstrike	在员工罢工期间不可接收

objective_firstgrant	接受你第一筆補助金
objective_firstgrant_description	接受你第一筆補助金：開啟報告視窗（點擊螢幕右下方的按鈕），選擇補助金標籤，然後選擇可用的補助金。

objective_builddeliveriesroom	建造囚犯接收区

objective_outgoing	即将释放的囚犯
objective_outgoing_count	*X 名囚犯即将被释放
objective_outgoing_timer	(*X 小时)

objective_visitors	探视者（上午8点——晚上8点）
objective_visitors_waiting	有 *X 名等待探视的家属
objective_visitors_onsite	监狱里来了 *Y 组共计 *X 名探视者

objective_staffexhausted	员工精疲力竭
objective_reststaff_exhausted	*X 名员工已经精疲力竭。
objective_reststaff_resting	（ *X 名员工正在休息）
objective_reststaff_needstaffroom	建立员工休息室，这样他们就可以休息了。

objective_punishment_solitary	*X 名囚犯被单独禁闭
objective_punishment_solitary_queue	*X 名囚犯等待单独禁闭
objective_punishment_solitary_mix	*X 名囚犯在单独禁闭 (*Y 名囚犯在等待)
objective_punishment_lockdown	*X 人被禁足
objective_incident_medical	*X 需要治疗
objective_incident_dead	*X 具尸体

objective_prisonerparole	囚犯假释
objective_parole_count	*X 名囚犯可申请假释

objective_payment_receivedfull	报酬：*X 已收到
objective_payment_receivedpart	报酬：已收到总计 *Y 中的 *X

objective_grant_bootstraps	基础监禁中心
objective_grant_bootstraps_description	把一片空地建成一座可正常运作的监狱。这份政府合同为你提供为首批囚犯建造最基本监狱基础设施所需的资金。
objective_grant_bootstraps_holdingcell	建造拘留牢房
objective_grant_bootstraps_shower	建造淋浴房
objective_grant_bootstraps_yard	建造庭院
objective_grant_bootstraps_kitchen	建造厨房
objective_grant_bootstraps_canteen	建造餐厅
objective_grant_bootstraps_guard	雇用至少两名警卫
objective_grant_bootstraps_chef	雇佣至少两名厨师

objective_grant_administration	管理中心
objective_grant_administration_description	每座监狱项目都需要能够正常运作的管理设施，以确保事情顺利进行，使项目正常发挥作用。\n\n这份合同为典狱长、会计师及其办公室提供了经费，使我们能够使用完备的联邦行政系统。
objective_grant_administration_offices	建造两间办公室
objective_grant_administration_warden	雇佣一名典狱长
objective_grant_administration_accountant_research	通过行政系统解锁财政
objective_grant_administration_accountant	雇用一名会计师

objective_grant_firstcellblock	牢房区块 A
objective_grant_firstcellblock_description	基础设施已建好并运转，现在应该建造第一间牢房，把现有的囚犯转入其自己的牢房。
objective_grant_firstcellblock_cells	将监狱容量提高到15人

objective_grant_health	囚犯健康与福祉
objective_grant_health_description	囚犯们的生理和心理健康对于我们来说十分重要。这项补助用于促进建设最先进的内科病房，并聘用医师和心理医生来照顾囚犯的健康需求。
objective_grant_health_ward	建立内科病房
objective_grant_health_doctors	聘请至少两名医师
objective_grant_health_psychologist	聘请一名心理医生（需要办公室）

objective_grant_bailout	政府紧急救助
objective_grant_bailout_description	政府对你的表现十分不满，但是政府认为你的监狱规模太大而不能倒闭。政府将使用纳税人的资金防止监狱破产。但是你必须平衡你的帐目——让你的监狱回归正现金流（每日收入高于支出），并且偿还银行贷款。
objective_grant_bailout_cashflow	收入高于支出
objective_grant_bailout_debt	清偿债务


objective_grant_maintenance	监狱维护
objective_grant_maintenance_description	监狱和场地的基本保养与维护非常重要，关系到工作人员和囚犯的安全。雇佣必要的人员保持监狱整洁有序。
objective_grant_maintenance_research_root	通过行政系统解锁维护
objective_grant_maintenance_research_cleaning	通过行政系统解锁清洁
objective_grant_maintenance_research_groundskeeping	通过行政系统解锁园艺
objective_grant_maintenance_foreman	雇佣一名工头（需要办公室）
objective_grant_maintenance_janitor	雇佣至少两名清洁工
objective_grant_maintenance_gardener	雇佣一名园丁

objective_grant_visitation	探视权
objective_grant_visitation_description	由于拒绝承认囚犯的探视权，这片区域许多其他监狱正面临诉讼。投资者们不希望陷入丑闻，他们正提供资金以确保提供充足的设施。
objective_grant_visitation_room	建立1个探访室
objective_grant_visitation_tables	添加至少3张探访桌
objective_grant_visitation_commonroom	建造公共房间
objective_grant_visitation_pooltable	添加台球桌
objective_grant_visitation_tv	添加至少2台电视
objective_grant_visitation_phones	建造至少5个电话亭

objective_grant_basicsecurity	安全程序认证
objective_grant_basicsecurity_description	由于员工缺乏经验而造成的安全漏洞是新监狱的常见缺陷。将安保力度增强到可接受水平来避免出现一些会影响我们声誉的问题。
objective_grant_basicsecurity_chief	聘请一名安保主管（需要办公室）
objective_grant_basicsecurity_guards	雇用十名警卫
objective_grant_basicsecurity_patrols	将三名警卫分配到巡逻路线
objective_grant_basicsecurity_research	通过行政系统解锁巡逻

objective_grant_enhancedsecurity	政府安全评级
objective_grant_enhancedsecurity_description	政府对超过特定规模的监狱有特定安全要求，并会重罚那些不合标准的监狱。确保这方面不出现问题。
objective_grant_enhancedsecurity_armoury	建立枪械库
objective_grant_enhancedsecurity_kennel	建立警犬休息室
objective_grant_enhancedsecurity_guards	雇用两名武装警卫
objective_grant_enhancedsecurity_dogs	雇用两名警犬训练员
objective_grant_enhancedsecurity_patroldogs	将两名警犬训练员分配至警犬巡逻队
objective_grant_enhancedsecurity_patrolarmed	将两名武装警卫分配至巡逻队

objective_grant_advancedsecurity	实施最高设防基础设施
objective_grant_advancedsecurity_description	保证大量囚犯的妥善关押或许比较困难，但是囚犯突破防卫造成的代价远比实施适当安保措施的代价大得多。在你的监狱中安装必要的设备。
objective_grant_advancedsecurity_guards	扩大安保力量的规模
objective_grant_advancedsecurity_researchcctv	通过[行政系统]解锁“监控”
objective_grant_advancedsecurity_researchbodyarmour	通过行政系统解锁防弹衣
objective_grant_advancedsecurity_researchtazers	通过行政系统解锁电击枪
objective_grant_advancedsecurity_office	建造 警卫室
objective_grant_advancedsecurity_cctvmonitor	建造闭路电视监视器
objective_grant_advancedsecurity_cctvcameras	在监狱中安装闭路电视监控摄像头

objective_grant_prisonerworkforce	囚犯适应和劳役
objective_grant_prisonerworkforce_description	让囚犯在监狱中工作是在削减费用的同时使他们融入环境的好办法。完成必要的训练并建造必需的设备将囚犯投入工作。
objective_grant_prisonerworkforce_research	通过行政系统解锁囚犯劳役
objective_grant_prisonerworkforce_cleaning	建造清洁橱柜
objective_grant_prisonerworkforce_laundry	建造洗衣房
objective_grant_prisonerworkforce_kitchenclass	让三名囚犯完成厨房安全和卫生方案
objective_grant_prisonerworkforce_laundryassigned	将三名囚犯分配到洗衣房工作
objective_grant_prisonerworkforce_kitchenassigned	将三名囚犯分配到厨房工作
objective_grant_prisonerworkforce_cleaningassigned	将三名囚犯分配到清洁橱柜工作

objective_grant_educationreformprogram	通过教育方案进行改造
objective_grant_educationreformprogram_description	一个著名的群体正在执行有关教育对囚犯再犯罪率影响的大规模社会实验。设立一些教室开始教育你的囚犯。
objective_grant_educationreformprogram_research	通过行政系统解锁教育
objective_grant_educationreformprogram_classroom	建造教室
objective_grant_educationreformprogram_desks	建造二十张学校用桌
objective_grant_educationreformprogram_foundationed	让十名囚犯通过基础教育课程
objective_grant_educationreformprogram_generaled	让一名囚犯通过普通教育课程

objective_grant_prisonlabour	监狱制造设施
objective_grant_prisonlabour_description	投资人想让你提高监狱的盈利能力，希望投资资金来帮你建立工坊以将囚犯们转变为劳动力。
objective_grant_prisonlabour_workshop	建造工坊
objective_grant_prisonlabour_saw	建造两个锯木台
objective_grant_prisonlabour_press	建造两个冲压机
objective_grant_prisonlabour_reform	让五名囚犯通过工坊安全方案
objective_grant_prisonlabour_plates	制作30个车牌

objective_grant_furnituremanufacturing	木工学徒方案
objective_grant_furnituremanufacturing_description	向囚犯们提供木工课程，给他们传授出狱后能够使用的宝贵技能，让他们在你的工坊中制作可以出售以提高收入的高档家具。
objective_grant_furnituremanufacturing_forestry	建造一片森林
objective_grant_furnituremanufacturing_table	建造两张木工桌
objective_grant_furnituremanufacturing_reform	让两名囚犯通过木工课程
objective_grant_furnituremanufacturing_bed	制作十张优秀床铺

objective_grant_reducestaffstress	员工福祉倡议
objective_grant_reducestaffstress_description	监狱工会收到了员工过分紧张和过度工作的报告，已经达到能够导致错误的程度。确保相似的问题在你的监狱中不会发生。
objective_grant_reducestaffstress_staffroom	建造员工休息室
objective_grant_reducestaffstress_freeguards	至少不给五名警卫安排职责
objective_grant_reducestaffstress_restedstaff	确保员工中无人精疲力竭

objective_grant_shortterminvestment	短期投资
objective_grant_shortterminvestment_description	将金钱用于投资，最终能够带来与初始投资额相称的合理回报。
objective_grant_shortterminvestment_wait	等待资金……

objective_grant_longterminvestment	长期投资
objective_grant_longterminvestment_description	将金钱用于长期投资，最终能够带来与初始投资额相称的大额回报。
objective_grant_longterminvestment_wait	等待资金……

objective_grant_cellblock50	牢房区块 B
objective_grant_cellblock50_description	该扩建你的监狱了，使其超越简单收容场所的规模。
objective_grant_cellblock50_cells	将监狱囚犯容量提高到50

objective_grant_cellblock100	牢房区块 C
objective_grant_cellblock100_description	继续扩建监狱以充分利用土地。
objective_grant_cellblock100_cells	将监狱囚犯容量提高到100

objective_grant_cellblock200	牢房区块 D
objective_grant_cellblock200_description	更多囚犯意味着更多政府资金。提升监狱容量利用这些资金。
objective_grant_cellblock200_cells	将监狱囚犯容量提高到200

objective_grant_cellblock500	牢房区块 E
objective_grant_cellblock500_description	政府会给最大的监狱提供相当多的财政激励。你应该朝这个目标努力。
objective_grant_cellblock500_cells	将监狱囚犯容量提高到500

objective_grant_nutritionresearch	囚犯营养调查
objective_grant_nutritionresearch_description	一个独立调查小组提供资金以参与针对同监狱囚犯饮食习惯变化影响的试验。
objective_grant_nutritionresearch_poor	两天提供1餐低份量低种类餐食
